tweet, category
"Packers already have ruled out TE Martellus Bennett for Sunday’s game against Bears with a shoulder injury.", 
"Vikings QB Sam Bradford turns 30 years old today.", 
"Jameis Winston visited with Dr. James Andrews on Tuesday regarding his shoulder injury and the Bucs' QB now will spend the next two weeks rehabbing.", 
"Vikings officially activated QB Teddy Bridgewater and placed QB Sam Bradford on injured reserve.", 
"Bill Belichick having none of a reporter's questions that are not about Denver today:\nQ: Is the goal now to... https://t.co/1X2uRnB50o", 
"Broncos signed free-agent tackle Cyrus Kouandjio and placed tackle Menelik Watson (foot) on injured reserve.", 
"Texans’ QB Deshaun Watson underwent ACL surgery this morning in Houston, per source; doctors did not find any additional damage.", 
"Bengals placed OT Jake Fisher on Reserve/Non-Football Illness list and signed NFLPA president, OT Eric Winston.", 
"#KnowThemFromAdam\n\nA conversation about competiion, and rising through the ranks, with my friend @JayGlazer.... https://t.co/SkQzIjmSVx", 
"Vikings QB Sam Bradford undergoes arthroscopic knee surgery:... https://t.co/f2ESzMakGh", 
"Next 30 for 30 project, airing this winter, will be “The Two Bills”, about Bill Parcells and Bill Belichick:... https://t.co/nNROl18jMg", 
"Pasco County Fla. sheriff confirmed that Roy Halladay, a two-time Cy Young winner and a father, died in a plane crash.", 
"Browns’ WR Josh Gordon, off suspension, officially back in building today. Gordon expected to be in meetings with team Wednesday.", 
"Patriots have placed LB Dont’a Hightower on injured reserve, per @FieldYates.", 
"Vikings will activate Teddy Bridgewater this week and also discussing probability that Sam Bradford will be placed on IR, per @mortreport.", 
"Giants reinstated CB Janoris Jenkins.", 
"Packers fear significant knee injury to OT Bryan Bulaga’s right knee:... https://t.co/W7XdGVEKjJ", 
"49ers signed WR Louis Murphy and TE Logan Paulsen to one-year deals.", 
"Packers' regular starting offensive line will be together tonight against Detroit for just the second time this season.", 
"No other players, not AJ Green nor any Cardinals nor 49ers, will be suspended for Sunday’s actions, per league official.", 
"Bucs WR Mike Evans suspended one game for violations of unnecessary roughness. He can appeal.", 
"Buccaneers are shutting down QB Jameis Winston for “a few weeks” to rest his injured shoulder, per league source.", 
"Jets WR Jeremy Kerley suspended without pay for the team’s next four games for violating the NFL policy on performance enhancing substances.", 
"Hearing on Ezekiel Elliott injunction set for 2 p.m. ET on Thursday, Nov. 9.", 
"Browns WR Josh Gordon scheduled to report to team Tuesday:\n\nhttps://t.co/a0Ip5OCjPh https://t.co/IWDiyZ9TTQ", 
"Today is the fourth incentivized weigh-in of the year for Falcons DT Dontari Poe, who collects $125,000 if he weighs 330 pounds or less.", 
"In each of previous 4 times the Eagles were 8-1, they advanced to either Super Bowl (1980 &amp; 2004) or NFL Championship Game (1949 &amp; 1960).", 
"Value of Sean McVay: Rams have scored 263 points in 8 games, surpassing total from all of last season when they scored NFL-worst 224 points.", 
"49ers expect S Jaquiski Tartt to go on IR with broken forearm; second straight week their starring S broke his... https://t.co/OrVtIDD2oY", 
"Jets at Bucs on Sun. With Jameis Winston hurt, could be Jets QB Josh McCown vs his former team, Bucs QB Ryan Fitzpatrick vs his former team.", 
"Titans’ S Kevin Byard has five interceptions in his past two games, tied for most by an NFL player in consecutive games since 1970 merger.", 
"Today marks 1st time in NFL history in which QBs selected No. 1 and 2 in same NFL Draft - Goff and Wentz - each threw 4 TDs on same day.", 
"For all the talk about the Chiefs’ unbeaten start, here’s how the AFC looks after nine weeks: Patriots and Steelers 6-2, Chiefs 6-3.", 
"Seahawks RB Eddie Lacy has a groin injury and is doubtful to return today.", 
"Players seek mediation with NFL, per source; Colin Kaepernick would attend, per his legal reps.... https://t.co/jgupFJkuj6", 
"Ryan Fitzpatrick replaces injured Jameis Winston in second half.", 
"AJ Green ejected.\nJalen Ramsey ejected.", 
"Amongst the reasons that Leonard Fournette was deactivated today was he missed Jaguars’ team photo earlier this week, per @FieldYates.", 
"Eagles RBs Blount, Ajayi, Smallwood, Barner, Clement all active today.\n\nDelanie Walker, Active.\n\nJeremy Maclin and Mike Wallace Active.", 
"Bengals RB Jeremy Hill inactive.", 
"By deactivating RB Leonard Fournette for today’s game vs Cincinnati for violating team rule, HC Doug Marrone trying to establish a culture.", 
"Surprise: Jaguars deactivated RB Leonard Fournette for violating team rule, source tells ESPN. Chris Ivory starting.", 
"Eagles TE Zach Ertz is out today, per source. Struggled through warmups and Eagles decided to hold him out.", 
"Video suggests Deshaun Watson initially could have injured knee vs. Seahawks:\n\nhttps://t.co/5FKCY6j8LY https://t.co/kHIXdOiLNn", 
"Deshaun Watson’s expected to be sidelined 8-9 months, per source, though Watson returned from ACL tear last time in 5 months; hope for same.", 
"Niners have options at QB with Jimmy Garoppolo in fold:\n\nhttps://t.co/UufpO3efPS https://t.co/yhY93TuEPG", 
"Ezekiel Elliott’s lawyers have tried to settle case with NFL, but no settlement coming:\n\nhttps://t.co/kbHcYhjn9V https://t.co/467MdPdL7t", 
"NFL Commissioner Roger Goodell to be deposed in Colin Kaepernick collusion case, per source.\n\nhttps://t.co/SheYbwzjtE", 
"T.J. Yates will be Houston’s No. 2 quarterback today vs. the Colts and QB Matt McGloin will be inactive, per source.", 
"Ezekiel Elliott and Kareem Hunt, who meet today, have combined to set this record: a rookie has led NFL in rushing for 22 straight weeks.", 
"Cardinals RB Andre Ellington, questionable for today due to quad injury, will play vs 49ers, per source.", 
"49ers LB Reuben Foster, listed as questionable for Sunday due to rib, will play vs. Cardinals, per source. There to stop Adrian Peterson.", 
"Cowboys WR Cole Beasley, questionable for Sunday due to a concussion, will play vs. Chiefs, per source.", 
"Eagles HC Doug Pederson said TE Zach Ertz, questionable for Sunday with hamstring, will play vs. Broncos.", 
"Titans rookie WR Corey Davis will return to action Sunday vs. Baltimore after missing five games due to a hamstring injury.", 
"Dolphins QB Jay Cutler, listed as questionable vs. Raiders due to ribs’ injury, will start Sunday night, per source.", 
"Bucs QB Jameis Winston, listed as questionable vs. Saints due to shoulder injury, will start Sunday, per source.", 
"Ravens WRs Mike Wallace (back) and Jeremy Maclin (shoulder), listed as questionable for Sunday, both expected to play vs Titans, per source.", 
"Jaguars WR Marqise Lee, listed as questionable for Sunday with knee injury, will play vs. Bengals, per source.", 
"A.J. McCarron’s grievance against his own team will determine whether he’s a UFA or RFA this off-season:... https://t.co/XQgk7iKhtg", 
"Jaguars did not activate WR Dede Westbrook off IR by today’s 4 pm deadline to play Sunday vs. Bengals, so he’s out. Likely active next week.", 
"Washington downgraded WR Jamison Crowder (hamstring) to out for Sunday’s game against Seahawks. Crowder did not travel to Seattle.", 
"Browns amended contract of OT Joe Thomas this week, making him the highest paid offensive lineman in the NFL in 2018, per @FieldYates.", 
"Chiefs activated LB Tamba Hali to the 53-man roster from PUP.", 
"Colts said CB Vontae Davis is out Sunday vs Houston and is not traveling with team; not injury related.", 
"Looks like the Bengals are making a kicking move for Sunday's game at Jacksonville. Cincinnati signed kicker Marshall Koehn today.", 
"Bills have signed RB Travaris Cadet &amp; placed RB Taiwan Jones on IR.", 
"Aaron Rodgers on prospect of playing again this season: 'It comes down to how fast the bone heals'\nhttps://t.co/LXNpO8dWOy", 
"Texans officially placed QB Deshaun Watson on IR.", 
"Washington ruled out TEs Jordan Reed and Niles Paul for Sunday at Seattle. OT Trent Williams doubtful, RB Rob Kelley and Jamison Crowder Q.", 
"Colin Kaepernick turns 30 years old today. Should be in prime of his career.", 
"Cowboys owner Jerry Jones, Patriots owner Robert Kraft and Texans owner Bob McNair, amongst others, will be... https://t.co/iMjuhYH35M", 
"Andy Dalton named Week 8 NFLPA Community MVP for raising funds for ill, physically challenged and mentally disabled kids.", 
"Twitter is something else.... https://t.co/NTXa2WEjKh", 
"Ezekiel Elliott fate decided next week; if 2nd Cir panel reverses Judge Failla's rejection of PI, almost certain to last through end of year", 
"So Ezekiel Elliott now can play Sunday vs Chiefs. Back and forth it goes.", 
"Ezekiel Elliott is back for this week. 2nd Cir just granted request for administrative stay.", 
"49ers placing WR Pierre Garcon on IR, per GM John Lynch.", 
"Message to Deshaun Watson from Odell Beckham Jr, texted to @JosinaAnderson: https://t.co/Ew7v00M5zm", 
"Bills Inactives: T Conor McDermott, TE Charles Clay, CB EJ Gaines, T Seantrel Henderson, G John Miller, WR Kelvin Benjamin, WR Brandon Tate.", 
"Newly-acquired Bills WR Kelvin Benjamin is out tonight vs Jets, per source.", 
"The partial list of this season’s NFL fallen: https://t.co/MklwrpCn0Q", 
"Texans are signing Matt McGloin, as @McClain_on_NFL reported.", 
"So AFC South QBs Deshaun Watson and Andrew Luck, under entirely different circumstances, both ruled out for the season on the same day.", 
"Tom Savage finished practice today as Texans QB and will start Sunday vs Colts.", 
"Deshaun Watson went down on a normal drill, running a read option, on a grass field, per source. Didn’t yell, trainers took him off field.", 
"Deshaun Watson did tear his ACL, per source. Tests on-site revealed tear. @rapsheet first mentioned this possibility.", 
"Packers have used one of their two designations to return from IR on OT Jason Spriggs; one designation remains with Aaron Rodgers on IR.", 
"Steve Young on ESPN’s NFL Live just no: “I’m super worried about Andrew Luck and his future.”", 
"Just Tuesday, Colts worked out QBs Josh Johnson, Matt Barkley, Matt McGloin and Connor Shaw. Knew this day was coming.", 
"Colts announced Andrew Luck on IR. Out for year. No more mystery.", 
"Josh Gordon’s business manager, Michael Johnson, on type of condition the reinstated WR is in: “Josh is in the best shape of his life.”", 
"Bills win tonight would make them 6-2, bring them closer to snapping NFL’s longest active playoff drought; Bills last made playoffs in 1999.", 
"Buffalo has NFL-best +14 TO margin this season. It’s not only best in NFL, but best by any team through 7 games since 2005 Bengals (+14).", 
"Bills WRs have only 45 catches this season, fewest in NFL. Their RBs have 47, making them only team with more receptions from RBs than WRs.", 
"Week in review, via @numberFire. https://t.co/8xfwPe3dGJ", 
"Statement from Browns EVP of Football Operations Sashi Brown on Josh Gordon:\n\n“We’ve been informed of the... https://t.co/MzcLw00YVj", 
"Browns WR Josh Gordon conditionally reinstated. He’s eligible to practice on November 20th, be on the 53-man roster November 27th.", 
"Marvin Lewis relieved that trade for QB AJ McCarron fell through:... https://t.co/Dca5Xn35w9", 
"This is interesting.... https://t.co/Oqlvw4d4G7", 
"#KnowThemFromAdam\n\nCardinals RB David Johnson on his potential return, Jaguars CB Jalen Ramsey on his defense:\n\nhttps://t.co/F8bOGB87jE", 
"Patriots reached agreement with former 49ers QB Brian Hoyer on a three-year contract, per source.", 
"Vance Joseph has told the Broncos that Brock Osweiler will start Sunday.", 
"New England preparing for its next QB move: https://t.co/6YUTSEFvO1", 
"Chiefs are removing LB Tamba Hali (knee) off the PUP list and he will begin practicing today, per source.", 
"#KnowThemFromAdam\n\nCardinals RB David Johnson on when he could return, Jaguars CB Jalen Ramsey on his defense:\n\nhttps://t.co/F8bOGB87jE", 
"Suspended Browns’ WR Josh Gordon scheduled to meet with the NFL today regarding possible reinstatement, per source.", 
"Week 10 College Football Playoff Rankings: \n\n1. Georgia\n2. Alabama\n3. Notre Dame\n4. Clemson\n5. Oklahoma\n6. Ohio State https://t.co/MDBnJLVuvR", 
"Now that Jeremy Lane failed his Texans’ physical, he reverts back to the Seahawks, per source. Lane a Seahawk once again.", 
"Jeremy Lane failed his physical with Houston, per source. Trade now amended: Duane Brown and a 2018 5th for Seattle’s 2018 3rd and 2019 2nd.", 
"With his 6-game suspension standing, Ezekiel Elliott’s next game now will be December 17 at Oakland vs. the Raiders.", 
"Ezekiel Elliott ruling is in. Order denying stay.", 
"NFL rejected Browns request to overturn AJ McCarron trade. Even though Browns’ notification of trade arrived moments too late, NFL said no.", 
"Browns disputed proposed AJ McCarron trade to NFL, arguing it should be allowed, per source. NFL declined - no trade, officially, per source", 
"Bengals and Browns actually agreed to AJ McCarron trade at 3:55 pm, per source involved. Bengals approved trade to NFL, Browns did not.", 
"A trade deadline unlike any other.", 
"The third- and seventh-round picks that Buffalo sent to Carolina for WR Kelvin Benjamin are both 2018 draft picks, per source.", 
"Bengals and Browns thought they beat the clock on AJ McCarron trade. Clock beat them. Close but no deal.", 
"+++++Kelvin Benjamin. https://t.co/F0kTDksBet", 
"Bengals and Browns tried, but failed, to complete trade for QB AJ McCarron before deadline, per sources. Deal was “close”; not finalized.", 
"Panthers traded WR Kelvin Benjamin to Buffalo for 3rd and 7th round picks, per source. Benjamin rejoins HC Sean McDermott, GM Brandon Beane.", 
"Panthers WR Kelvin Benjamin traded to Buffalo, source tells ESPN.", 
"Giants announced CB Janoris Jenkins suspended indefinitely.", 
"“Zero chance” Dolphins trade WR Jarvis Landry today, per league source. Not happening.", 
"Browns WR Josh Gordon’s meeting with the NFL is scheduled for Wednesday, not today, per source. Reinstatement could soon be near.", 
"Eligible to play after Baltimore’s Week 10 bye: https://t.co/eMxEbpYXRO", 
"And Ryan Clark as The Hulk.... https://t.co/PAF75JUkAZ", 
"Look at @wingoz and @LRiddickESPN for Halloween: https://t.co/njk54B0xrq", 
"With Josh Gordon’s possible reinstatement near, it’s possible Browns could look to trade his right’s by today’s 4 pm deadline, per source.", 
"Browns WR Josh Gordon spotted in NYC today and league source confirmed he will meet with NFL on Tues. Browns could look to trade his rights.", 
"Here’s one more intriguing name to watch coming up to today’s 4 pm trade deadline.....1/2", 
"Traded this month:\n\nAdrian Peterson\nMarcell Dareus\nDuane Brown\nJimmy Garoppolo\nJay Ajayi\n\nSo far...\n\nNFL trade deadline 4 pm ET today.", 
"No suspensions for Kiko Alonso nor Fletcher Cox.", 
"With concerns about Andrew Luck, Colts working out former Giants QB Josh Johnson.", 
"Tom Brady and his future, via @TomJunod and @SethWickersham.... https://t.co/C4FdnC5wKV", 
"So in a 12-hour stretch, Eagles add Jay Ajayi and Cowboys lose Ezekiel Elliott.", 
"Text from NFL source: “Most active trade deadline ever.”", 
"Dolphins traded RB Jay Ajayi to Eagles for a fourth-round pick, per source.", 
"Broncos are considering a QB change, only if a change is made, it likely would be to former first-round pick Paxton Lynch, per source.", 
"49ers QB Jimmy Garoppolo not expected to start Sunday vs Arizona Cardinals, per source. CJ Beathard is expected starter, for now.", 
"Patriots’ latest trade ensures that Tom Brady will finish his NFL career in New England:... https://t.co/bYAk3HmLkm", 
"49ers' trade for Jimmy Garoppolo doesn't alter Kirk Cousins' future with Washington:... https://t.co/o1XdQks6mM", 
"#KnowThemFromAdam, 2/21/17\n\nJimmy Garoppolo discussed idea of potentially moving on from New England:... https://t.co/8ufQKXxpox", 
"Cowboys RB Ezekiel Elliott loses his attempt to block his six-game suspension:... https://t.co/hdAHXhZHL8", 
"To summarize: Ezekiel Elliott is facing suspension in 24 hours, but this is not over yet. Is it ever?", 
"Before 6-game suspension, Zeke Elliott now has 24 hours to file in 2nd Cir, will argue restraining order stays in effect till appeal decided", 
"Judge denied NFLPA motion for prelim injunction, but is keeping TRO in place for 24 hours to let NFLPA decide about filing appeal to 2nd Cir", 
"More details on New England trading Jimmy Garoppolo to San Francisco for a second-round pick:... https://t.co/hYfGUTQsmY", 
"Jimmy Garoppolo turns 26 years old Thursday. 49ers get QB entering prime of his career.", 
"So the 49ers are releasing veteran QB Brian Hoyer...and New England now needs a backup QB. That would seem to be a logical match, no?", 
"And another shoe drops: 49ers are releasing QB Brian Hoyer, per source.", 
"49ers owned two second-round picks but the one traded for Jimmy Garoppolo is SF’s original second-round pick, per source.", 
"To repeat: 49ers are trading a 2018 2nd-round draft pick for Patriots QB Jimmy Garoppolo, sources tell ESPN.", 
"With Jimmy Garoppolo traded to SF, the Patriots now buying into the idea that Tom Brady can play well into his 40’s.", 
"This now means that Kirk Cousins will have one less landing spot in free agency. There will be plenty of interest. But SF is out.", 
"49ers and Patriots began talking trade Monday morning and, by tonight, the trade was officially agreed upon. Garoppolo to San Francisco.", 
"Major QB shakeup: 49ers trading 2018 2nd-round draft pick to New England for Patriots’ QB Jimmy Garoppolo, sources tell ESPN.", 
"Seattle without 2nd round picks in next two drafts: 2018 for Sheldon Richardson and 2019 for Duane Brown.", 
"Judge cannot extend the temporary restraining order in the Ezekiel Elliott case, so she must rule tonight, per source.", 
"Full trade: Seahawks traded CB Jeremy Lane, a 2018 5th-round pick and a 2019 second-round pick to Texans for OT Duane Brown, per sources.", 
"As part of the Duane Brown trade, CB Jeremy Lane has been traded to Houston, per source.", 
"Duane Brown got to play in Seattle on Sunday. Now he goes back to Seattle, traded there from Houston.", 
"Seattle has traded for OT Duane Brown, source tells ESPN. Brown is out of Houston and will go to Seattle", 
"Vikings claim Redskins RB Mack Brown on waivers, per source.", 
"Bears LB Jerrell Freeman suspended 10 regular-season and/or postseason games for violating NFL policy on performance enhancing substances.", 
"In his first seven NFL games, Peyton Manning threw nine touchdown passes.\n\nIn his first seven NFL games, Deshaun Watson has thrown 19.", 
"Bears’ statement on TE Zach Miller: “During our game at the New Orleans Saints yesterday, TE Zach Miller... https://t.co/kHTJeF2X0y", 
"Update on Saints’ owner Tom Benson, who was hospitalized last night: https://t.co/quzF1M0EbG", 
"Vascular surgeons are trying to save Bears TE Zach Miller's leg, not just his career, per @mortreport.", 
"NFL reviewing the play on which Fletcher Cox broke Joe Staley’s orbital bone for potential discipline and possible suspension, per source.", 
"Sunday’s life of a Browns’ fan:\n\n9:30 am: Browns lose in London.\n\n1 pm: Carson Wentz.\n\n4 pm: Deshaun Watson.\n\nNightcap: Steelers win.", 
"On day of his hearing, Ezekiel Elliott confident he will play rest of season.... https://t.co/dP2AML3ceX", 
"49ers OT Joe Staley fractured his orbital bone, no stitches by eye. As tough as injury is, not a season ender. Staley expects to play again.", 
"49ers’ OT Joe Staley needed stitches for a cut under his eye and S Jimmie Ward broke his left forearm.", 
"Ezekiel Elliott, in his 22nd NFL game, has 21 rushing TDs, tying Barry Sanders and Billy Sims for 3rd-fastest to reach 20 career rushing TDs", 
"Lions WR Golden Tate officially active tonight; didn’t miss any games, even with injured shoulder.", 
"Remember when the Texans started Tom Savage?", 
"Who needs practice on a Friday?", 
"This is good. https://t.co/rGxrEtWbsA", 
"Bears TE Zach Miller dislocated his knee.", 
"Gruesome injury of day: Bears TE Zach Miller appeared to break his leg catching a TD moments ago.", 
"Melvin Gordon, Antonio Gates active.\nDanny Amendola active.\nMarquise Goodwin active.\nLuke Kuechly active.", 
"Willie Snead active.\nMichael Thomas active.\nDontrelle Inman inactive.\nArdarius Stewart Inactive.\nGraham Gano active.\nRonald Darby Inactive.", 
"Texans OT Duane Brown told @JosinaAnderson that he anticipates “65-70 percent” of his teammates will kneel today. Won’t remove helmet decals", 
"Lions approached about trading Calvin Johnson's rights, sources tell ESPN. More on Sunday NFL Countdown.... https://t.co/xw6QICRw5v", 
"In-game commentary. https://t.co/t2NHR2Zo4S", 
"With NFL’s trade deadline coming up Tuesday, Colts receiving inquires on CB Vontae Davis, per league sources. Talking to at least 2 teams.", 
"Jerry Jones amongst owners trying to hijack Roger Goodell’s extension, per @mortreport and me. More on ESPN.... https://t.co/2unPmg6kRe", 
"A group of owners, including Jerry Jones, is trying to hijack Roger Goodell’s proposed extension, per @mortreport and me. More today on ESPN", 
"The Battle-Scarred West Wing Veteran Scripting the N.F.L.’s Anthem Message via @NYTimes https://t.co/VrfoCUAu1T", 
"Vikings WR Stefon Diggs, listed as questionable (groin, ankle) for today’s game in London vs Browns, is expected to play, per league source.", 
"Washington’s LT Trent Williams (knee) won't play today vs. Dallas, per @DanGrazianoESPN, a big loss for team’s offense.", 
"Texans planning group demonstration for today:... https://t.co/dQMypakwSX", 
"Lions WR Golden Tate, listed as questionable for Sunday night vs Steelers due to shoulder injury, plans to play, per source.", 
"Texans plan group protest; options include kneeling, peeling Texans decal off helmet, raising fists, staying in locker room during anthem.", 
"Chargers’ RB Melvin Gordon, listed as questionable for Sunday vs Patriots due to foot injury, will play, per source. Foot is issue, though.", 
"By not activating K Roberto Aguayo off practice squad by 4 pm, Panthers committed to K Graham Gano for Sunday, even though he’s Q with ankle", 
"No surprise but Bucs’ QB Jameis Winston, listed as questionable for Sunday vs Panthers due to right shoulder injury, will start, per source.", 
"Players Coalition now inviting Roger Goodell, Bob McNair and Colin Kaepernick to attend Monday’s meeting in Philadelphia. https://t.co/y5My90pAFC", 
"Washington signed OL Orlando Franklin and G Arie Kouandjio off Baltimore practice squad and on to its roster.", 
"Marcell Dareus passed his physical on Saturday morning, making the trade to Jacksonville official.", 
"Statement from Houston Texans Founder, Chairman and CEO Robert C. McNair:\n\n“As I said yesterday, I was not... https://t.co/AVhxSIHN9I", 
"Texans OT Duane Brown officially is being activated for Sunday’s game vs Seahawks, per source.", 
"Recent Buffalo departures:\n\nTrades: Dareus, Watkins, Darby, Ragland, Jones\n\nFree-Agency: Gilmore, Woods, Goodwin, Gillislee, Brown, Manuel.", 
"This nails it: Buffalo’s real value in the trade is the added salary-cap flexibility. https://t.co/eXriA4hhMm", 
"In exchange for Marcell Dareus, Buffalo is receiving 2018 sixth-round pick that can go to fifth-round pick based on performance, per source.", 
"Marcell Dareus coming off his best game of season for Buffalo. Now Jacksonville D gets stronger.", 
"Buffalo is trading DT Marcell Dareus to Jacksonville, sources tell ESPN. Dareus being reunited with HC Doug Marrone.", 
"Of the crazy Sundays in the NFL this season - having nothing to do with football - this has the potential to be the most explosive one yet.", 
"More on the anger in the Texans’ organization over owner Bob McNair’s comments:... https://t.co/31W6Sh4R7A", 
"Expectation now is all Texans, including Hopkins, will be with team Saturday, when it is scheduled to leave for Seattle. But we’ll see.", 
"Bill O’Brien, GM Rick Smith and asst. HC Romeo Crennel then led 90-minute team meeting in which players were given platform to speak out.", 
"Many of the Texans players wanted to leave facility and not attend practice, and Pro Bowl WR DeAndre Hopkins actually did, per sources.", 
"Texans HC Bill O’Brien apprised his team of Bob McNair’s comments at morning meeting today so they would not be blinsdsided, per source.", 
"Here’s the article from @SethWickersham and @DVNJr that has shined the NFL spotlight on Houston:... https://t.co/RrOcKhLZ5d", 
"More of what’s going on in Houston that will reverbate around the league, per @AaronWilson_NFL. https://t.co/CrQtSbEyCZ", 
"Texans WR DeAndre Hopkins’ absence from practice today was related to Bob McNair’s comments, per source.", 
"Texans players wanted to walkout today in response to owner Bob McNair’s comments, per @sarahbarshop. Had to be persuaded to stay.", 
"Bill O'Brien declined to address whether DeAndre Hopkins absence today was related to Bob McNair's controversial comments.", 
"Bill O'Brien said WR DeAndre Hopkins took a personal day today, which is why he was not at practice.", 
"Washington LB Mason Foster expected to be placed on IR with torn labrum.", 
"Cowboys’ C Travis Frederick named NFLPA Week 7 Community MVP for feeding low-income children through his Blocking Out Hunger Foundation.", 
"All signs point to Lions WR Golden Tate playing against Steelers:... https://t.co/s2qp4rs8vP", 
"Ravens made it official and announced Joe Flacco is in concussion protocol.", 
"With Nate Allen’s calf wrapped on sideline, Dolphins get back TJ McDonald after next week. 8 game suspension up, new contract extension in.", 
"WR Anquan Boldin has expressed interest in playing again and Bills have given his agent permission to shop him, per letter ESPN obtained. https://t.co/Cxfo3Oi6bk", 
"Cardinals placed QB Carson Palmer on IR.", 
"Myles Garrett, concussion, is out Sunday vs. Vikings.", 
"JJ Watt’s plan for Hurricane Harvey relief fund includes rebuilding homes, restoring child-care centers, and providing food and medical care", 
"Anquan Boldin in Time magazine:\n\nhttps://t.co/RxjE3NGv9b https://t.co/T3oUZWYjUm", 
"Doug Kezirian and Ben Fawkes welcome Chris Berman to talk about how Swami Sez picks became a thing:\n\nhttps://t.co/ObL8alyr9t", 
"Russell Okung, other players could decide to skip upcoming NFL meeting with owners:\n\nhttps://t.co/f34Nync0Sm https://t.co/Fss07DTh6Y", 
"LB Dont’a Hightower scheduled to visit Dr. James Andrews today, per team source. Patriots still do not know if he will be out for year.", 
"Despite cracked ribs, Dolphins QB Jay Cutler is expected to be available a week from Sunday vs. Raiders, per source. Out tonight.", 
"Patriots’ LB Dont'a Hightower has a torn pec and is out for season, as @RapSheet said.", 
"Dolphins visit Ravens tonight: This season Miami has won three games after trailing in 4th quarter, most in NFL, including past two games.", 
"Jaguars LB Telvin Smith on his four-year extension worth up to $50 million: https://t.co/SKp6sgLTmp", 
"Jaguars giving LB Telvin Smith a 4 year, $50 million extension, source tells ESPN.", 
"Eagles signed T Taylor Hart to a two-year contract and placed T Jason Peters on Injured Reserve.", 
"Ravens ruled out RB Terrance West (calf), TE Maxx Williams (ankle) for Thursday vs. Dolphins. Mike Wallace, Jeremy Maclin, Perriman all Q.", 
"So there’s this: https://t.co/EutJ3DKl2Y", 
"7th-round 2018 draft pick that Bears sent to Chargers is a conditional pick, per source. It will be based on Inman production this season.", 
"Chargers traded WR Dontrelle Inman to the Bears for a seventh-round pick, per sources.", 
"Bucs placed DE Noah Spence on IR and signed DE Darryl Tapp.", 
"Myles Garrett placed in concussion protocol.", 
"#KnowThemFromAdam\n\nTexans’ HC Bill O’Brien on drafting Deshaun Watson and recruiting Saquon Barkley:... https://t.co/opADJI7sI3", 
"Misery knows no borders for devoted Browns fans across globe:\n\nhttps://t.co/ouKenSExAs https://t.co/M3R2RH2ToS", 
"Dwight Freeney will take Cliff Avril’s roster spot in Seattle, with Seahawks looking to add another pass rusher.", 
"Seattle is signing Dwight Freeney to a one-year deal, per source.", 
"NFL upheld the suspension of Vikings S Andrew Sendejo. Beast Mode and Sendejo out this Sunday.", 
"Packers have signed WR Max McCaffrey to practice squad and released T/G Don Barclay from injured reserve.", 
"Jets released veteran RB/returner Travaris Cadet, who does not have to go through waivers and is now free to sign with another team.", 
"Cowboys signed former Bengals/Bucs/Jets/Giants kicker Mike Nugent to replace the injured Dan Bailey, per sources.", 
"Mike Tomlin on Martavis Bryant: “He’s not available via trade.”", 
"Eagles HC Doug Pederson said OT Jason Peters (knee) and LB Jordan Hicks (Achilles) are out for the season.", 
"Marshawn Lynch’s 1-game suspension was upheld, per source. Out Sunday.", 
"Colts placed first-round pick Malik Hooker (knee) on Injured Reserve List.", 
"Carson Wentz has 17 touchdown passes this season - the most TD passes through seven games in Eagles history. Take that, @jawsespn!", 
"Falcons are signing back their former LB Sean Weatherspoon, per source.", 
"Dolphins signed former Bears QB David Fales to backup Matt Moore, per source.", 
"And with their free roster spot, Dolphins likely to sign QB David Fales, who worked out for team Monday and knows Adam Gase’s offense.", 
"Dolphins released CB Byron Maxwell today, per source. Expected to have a market.", 
"If there is some bit of encouraging news on OT Jason Peters, Eagles do not believe he tore his ACL, per source. MRI this morning to see.", 
"With Joe Thomas on IR and pondering his future, it’s just another reminder that Father Time catches up to everyone - except Tom Brady.", 
"Former Falcons pass rusher Dwight Freeney scheduled to meet with and take physical Tuesday for Seahawks, per source.", 
"We going to watch football or a referee clinic?", 
"Browns placed OT Joe Thomas on injured reserve. Now the one player they always could count on is no longer there.", 
"NFL statement on one-game suspension of Vikings’ S Andrew Sendejo: https://t.co/wuZXyK3noK", 
"Vikings S Andrew Sendejo suspended one game for a violation of safety-related playing rules in Sunday's game against the Baltimore Ravens.", 
"Marshawn Lynch argued that 9 players, including Aaron Donald and Taylor Lewan last season, made contact with an official; none suspended.", 
"Chiefs CB Marcus Peters spoke on behalf of Raiders RB Marshawn Lynch during today’s appeal, as @JayGlazer said. Al Davis never would believe", 
"NFL Appeals Officer James Thrash heard Marshawn Lynch’s appeal today for 1-game suspension, per sources. A decision is expected Tuesday.", 
"Browns LT Joe Thomas faces a six-to-nine month recovery for torn triceps, allowing him time to decide whether he wants to continue playing.", 
"A man leaves his computer unattended and unlocked and this is what happens... https://t.co/7NOeTpg1JG", 
"An investigation into the below tweet - not from me - has determined it came from @wingoz, who texted, “I can neither confirm nor deny.” https://t.co/kEwj0iUB5E", 
"I love Scotch, scotchy scotch scotch. Here it goes down, down into my belly.", 
"Tests confirmed that Browns’ iron-man LT Joe Thomas tore his triceps and he is discussing his options for what’s next, per source.", 
"Duane Brown's timing is good. Texans LT Chris Clark has a calf injury expected to sideline him for a week or two. Brown could step in.", 
